,key,rule,severity,component,project,line,hash,textRange,flows,status,message,effort,debt,author,tags,creationDate,updateDate,type,scope,quickFixAvailable,messageFormattings,codeVariants,cleanCodeAttribute,cleanCodeAttributeCategory,impacts,issueStatus,prioritizedRule,resolution,closeDate
0,4a18c342-5662-46b3-af5b-6ea4db536ed6,python:S3776,CRITICAL,apache-kibble-1-1:api/handler.py,apache-kibble-1-1,70.0,8bdc356040850f7062c308b3fdae7178,"{'startLine': 70, 'endLine': 70, 'startOffset': 8, 'endOffset': 16}","[{'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 77, 'endLine': 77, 'startOffset': 12, 'endOffset': 18}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 81, 'endLine': 81, 'startOffset': 12, 'endOffset': 14}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 81, 'endLine': 81, 'startOffset': 27, 'endOffset': 30}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 84, 'endLine': 84, 'startOffset': 16, 'endOffset': 22}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 96, 'endLine': 96, 'startOffset': 12, 'endOffset': 18}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 108, 'endLine': 108, 'startOffset': 16, 'endOffset': 18}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 109, 'endLine': 109, 'startOffset': 20, 'endOffset': 23}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 111, 'endLine': 111, 'startOffset': 12, 'endOffset': 18}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 118, 'endLine': 118, 'startOffset': 49, 'endOffset': 51}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 119, 'endLine': 119, 'startOffset': 16, 'endOffset': 18}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 130, 'endLine': 130, 'startOffset': 8, 'endOffset': 14}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-kibble-1-1:api/handler.py', 'textRange': {'startLine': 136, 'endLine': 136, 'startOffset': 12, 'endOffset': 18}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}]",OPEN,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,7min,7min,gk@apache.org,['brain-overload'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],FOCUSED,ADAPTABLE,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,False,,
1,3fc65695-fe6a-43bd-963a-c0008299ba89,python:S1542,MAJOR,apache-kibble-1-1:api/handler.py,apache-kibble-1-1,143.0,186bef5eaa43af15c03eded193537386,"{'startLine': 143, 'endLine': 143, 'startOffset': 4, 'endOffset': 13}",[],OPEN,"Rename function ""traceBack"" to match the regular expression ^[a-z_][a-z0-9_]*$.",10min,10min,gk@apache.org,"['convention', 'pep']",2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,False,,
2,b5948465-7d8b-4e69-a5ad-4c6b9f7cc2de,python:S125,MAJOR,apache-kibble-1-1:api/handler.py,apache-kibble-1-1,181.0,0d3b70d20100b593937b95a042295041,"{'startLine': 181, 'endLine': 181, 'startOffset': 20, 'endOffset': 34}",[],OPEN,Remove this commented out code.,5min,5min,gk@apache.org,['unused'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,False,,
3,688aa45d-e686-47e5-bfd0-79e5877fbdde,python:S125,MAJOR,apache-kibble-1-1:api/pages/session.py,apache-kibble-1-1,125.0,a707b449bfd0d729413f7e763059a974,"{'startLine': 125, 'endLine': 125, 'startOffset': 12, 'endOffset': 43}",[],OPEN,Remove this commented out code.,5min,5min,gk@apache.org,['unused'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,False,,
4,1b7d6e93-f8ba-4277-921d-c5210398082a,python:S117,MINOR,apache-kibble-1-1:api/plugins/database.py,apache-kibble-1-1,106.0,d09119843df4e4210f1a3c63cc555513,"{'startLine': 106, 'endLine': 106, 'startOffset': 23, 'endOffset': 25}",[],OPEN,"Rename this parameter ""ES"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,gk@apache.org,['convention'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,,
5,f8f22c5b-fe03-4bc1-80d7-c811be9480c3,python:S117,MINOR,apache-kibble-1-1:api/plugins/database.py,apache-kibble-1-1,157.0,8cc4c20e115aecd97d297bae86ba0c2f,"{'startLine': 157, 'endLine': 157, 'startOffset': 8, 'endOffset': 23}",[],OPEN,"Rename this local variable ""defaultELConfig"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,gk@apache.org,['convention'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,,
6,f5ec455c-20c8-488a-8880-db7c1ef1fe06,python:S117,MINOR,apache-kibble-1-1:api/plugins/database.py,apache-kibble-1-1,161.0,ebd4d1f75cd88cfe2baa2b7ba27fd4c6,"{'startLine': 161, 'endLine': 161, 'startOffset': 8, 'endOffset': 19}",[],OPEN,"Rename this local variable ""versionHint"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,gk@apache.org,['convention'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,,
7,ed0f86de-4ad5-4299-87e4-da67746dbd57,python:S125,MAJOR,apache-kibble-1-1:api/plugins/session.py,apache-kibble-1-1,131.0,8dd3bd28e0b0e94640f0d1a0d8af33e3,"{'startLine': 131, 'endLine': 131, 'startOffset': 8, 'endOffset': 68}",[],OPEN,Remove this commented out code.,5min,5min,gk@apache.org,['unused'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,False,,
8,b5842e5d-42de-4d1d-ad4e-ea576555738a,python:S117,MINOR,apache-kibble-1-1:setup/setup.py,apache-kibble-1-1,158.0,8cc4c20e115aecd97d297bae86ba0c2f,"{'startLine': 158, 'endLine': 158, 'startOffset': 4, 'endOffset': 19}",[],OPEN,"Rename this local variable ""defaultELConfig"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,gk@apache.org,['convention'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,,
9,bd7dcbd9-7ba5-4910-b1bf-bef8099c98cc,python:S117,MINOR,apache-kibble-1-1:setup/setup.py,apache-kibble-1-1,163.0,c7a59e2a22018f1e7a4e701741126f8e,"{'startLine': 163, 'endLine': 163, 'startOffset': 4, 'endOffset': 15}",[],OPEN,"Rename this local variable ""versionHint"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,gk@apache.org,['convention'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,,
10,17b87aa6-fa63-4ee1-84f7-3af8b83ab478,python:S1481,MINOR,apache-kibble-1-1:setup/setup.py,apache-kibble-1-1,179.0,37bd4fda891404df699be841c98d88db,"{'startLine': 179, 'endLine': 179, 'startOffset': 4, 'endOffset': 7}",[],OPEN,"Remove the unused local variable ""es8"".",5min,5min,gk@apache.org,['unused'],2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,,
11,ee8d37aa-6a11-47ae-8d99-dfd8aba495dd,python:S1542,MAJOR,apache-kibble-1-1:setup/setup.py,apache-kibble-1-1,259.0,dca67edc5c4a450a696a8424fd606eb2,"{'startLine': 259, 'endLine': 259, 'startOffset': 4, 'endOffset': 17}",[],OPEN,"Rename function ""createAccount"" to match the regular expression ^[a-z_][a-z0-9_]*$.",10min,10min,gk@apache.org,"['convention', 'pep']",2024-11-22T08:14:09,2024-11-22T08:14:09,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,False,,
